name,link
2018年喜剧《西游传奇之宝象国斗神纪》HD国语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:7391/阳光电影www.ygdy8.com.西游传奇之宝象国斗神纪.HD.1080p.国语中字.mp4
2018年古装动作《锦衣喋血》HD国语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8391/阳光电影www.ygdy8.com.锦衣喋血.HD.1080p.国语中字.mp4
2019年内地电视剧《乡村爱情11》第60集[国语字幕]迅雷下载_阳光电影,
2019年喜剧《我身体里的那个家伙》BD韩语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg90.dydytt.net:8470/阳光电影www.ygdy8.com.我身体里的那个家伙.BD.720p.韩语中字.mkv
2018年冒险动作《古墓丽影：源起之战》BD国英双语双字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:4117/阳光电影www.ygdy8.com.古墓丽影：源起之战.BD.720p.国英双语双字.mkv
2018年获奖动画《无敌破坏王2：大闹互联网》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:3187/阳光电影www.ygdy8.com.无敌破坏王2：大闹互联网.HD.720p.中英双字幕.mkv
2019年喜剧《唐伯虎点秋香2019》HD国语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8390/阳光电影www.ygdy8.com.唐伯虎点秋香2019.HD.720p.国语中字.mkv
2019韩国TV朝鲜周末剧《通天塔》全16集[韩语中字]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5568/[阳光电影-www.ygdy8.com]通天塔-01.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5573/[阳光电影-www.ygdy8.com]通天塔-02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5573/[阳光电影-www.ygdy8.com]通天塔-03.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5578/[阳光电影-www.ygdy8.com]通天塔-04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5579/[阳光电影-www.ygdy8.com]通天塔-05.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5585/[阳光电影-www.ygdy8.com]通天塔-06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]通天塔-07.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5594/[阳光电影-www.ygdy8.com]通天塔-08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]通天塔-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5601/[阳光电影-www.ygdy8.com]通天塔-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5609/[阳光电影-www.ygdy8.com]通天塔-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5609/[阳光电影-www.ygdy8.com]通天塔-12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5616/[阳光电影-www.ygdy8.com]通天塔-13.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5617/[阳光电影-www.ygdy8.com]通天塔-14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5623/[阳光电影-www.ygdy8.com]通天塔-15.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5624/[阳光电影-www.ygdy8.com]通天塔-16.mp4"
2018年高分获奖剧情《罗马》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg72.dydytt.net:8343/阳光电影www.ygdy8.com.罗马.BD.720p.中英双字幕.mkv
2019韩国tvN周末剧《浪漫是一册副刊》全16集[韩语中字]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5566/[阳光电影-www.ygdy8.com]浪漫是一册副刊-01.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5567/[阳光电影-www.ygdy8.com]浪漫是一册副刊-02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5573/[阳光电影-www.ygdy8.com]浪漫是一册副刊-03.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5573/[阳光电影-www.ygdy8.com]浪漫是一册副刊-04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5578/[阳光电影-www.ygdy8.com]浪漫是一册副刊-05.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5579/[阳光电影-www.ygdy8.com]浪漫是一册副刊-06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5585/[阳光电影-www.ygdy8.com]浪漫是一册副刊-07.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]浪漫是一册副刊-08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5594/[阳光电影-www.ygdy8.com]浪漫是一册副刊-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5594/[阳光电影-www.ygdy8.com]浪漫是一册副刊-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5600/[阳光电影-www.ygdy8.com]浪漫是一册副刊-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5601/[阳光电影-www.ygdy8.com]浪漫是一册副刊-12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5608/[阳光电影-www.ygdy8.com]浪漫是一册副刊-13.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5609/[阳光电影-www.ygdy8.com]浪漫是一册副刊-14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5616/[阳光电影-www.ygdy8.com]浪漫是一册副刊-15.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5617/[阳光电影-www.ygdy8.com]浪漫是一册副刊-16.mp4"
2019年内地电视剧《怒晴湘西》全21集[国语字幕]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]怒晴湘西01.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]怒晴湘西02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]怒晴湘西03.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]怒晴湘西04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]怒晴湘西05.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]怒晴湘西06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5568/[阳光电影-www.ygdy8.com]怒晴湘西-07.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5568/[阳光电影-www.ygdy8.com]怒晴湘西-08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5568/[阳光电影-www.ygdy8.com]怒晴湘西-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5574/[阳光电影-www.ygdy8.com]怒晴湘西-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5574/[阳光电影-www.ygdy8.com]怒晴湘西-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5574/[阳光电影-www.ygdy8.com]怒晴湘西-12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5580/[阳光电影-www.ygdy8.com]怒晴湘西-13.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5580/[阳光电影-www.ygdy8.com]怒晴湘西-14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5580/[阳光电影-www.ygdy8.com]怒晴湘西-15.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]怒晴湘西-16.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]怒晴湘西-17.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]怒晴湘西-18.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]怒晴湘西-19.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]怒晴湘西-20.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]怒晴湘西-21.mp4"
2019韩国tvN月火剧《成为王的男人》全16韩语中字]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5546/[阳光电影-www.ygdy8.com]成为王的男人-01.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5553/[阳光电影-www.ygdy8.com]成为王的男人-02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5553/[阳光电影-www.ygdy8.com]成为王的男人-03.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5554/[阳光电影-www.ygdy8.com]成为王的男人-04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5560/[阳光电影-www.ygdy8.com]成为王的男人-05.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]成为王的男人-06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5568/[阳光电影-www.ygdy8.com]成为王的男人-07.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5569/[阳光电影-www.ygdy8.com]成为王的男人-08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5574/[阳光电影-www.ygdy8.com]成为王的男人-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5580/[阳光电影-www.ygdy8.com]成为王的男人-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5581/[阳光电影-www.ygdy8.com]成为王的男人-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]成为王的男人-12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5589/[阳光电影-www.ygdy8.com]成为王的男人-13.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]成为王的男人-14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]成为王的男人-15.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5602/[阳光电影-www.ygdy8.com]成为王的男人-16.mp4"
2019韩国KBS2月火剧《邻家律师赵野浩2：罪与罚》第40集[韩语中字]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5546/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-01+02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5553/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-03+04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5553/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-05+06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5554/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-07+08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5560/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-09+10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5561/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-11+12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5580/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-13+14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5581/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-15+16.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-17+18.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5589/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-19+20.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-21+22.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-23+24.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5602/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-25+26.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-27+28.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-29+30.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-31+32.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-33+34.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-35+36.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5625/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-37+38.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]邻家律师赵野浩2：罪与罚-39+40.mp4"
2018年奇幻悬疑《果戈里·复仇》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg72.dydytt.net:8357/阳光电影www.ygdy8.com.果戈里·复仇.BD.720p.中英双字幕.mkv
2018年爱情《某日某月》BD国粤双语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:7423/阳光电影www.ygdy8.com.某日某月.BD.720p.国粤双语中字.mkv
2019年内地电视剧《黄金瞳》第56集[国语字幕]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-01.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-03.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-05.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-07.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]黄金瞳-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5597/[阳光电影-www.ygdy8.com]黄金瞳-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5597/[阳光电影-www.ygdy8.com]黄金瞳-12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]黄金瞳-13.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]黄金瞳-14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5599/[阳光电影-www.ygdy8.com]黄金瞳-15.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5599/[阳光电影-www.ygdy8.com]黄金瞳-16.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]黄金瞳-17.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]黄金瞳-18.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5604/[阳光电影-www.ygdy8.com]黄金瞳-19.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5604/[阳光电影-www.ygdy8.com]黄金瞳-20.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5606/[阳光电影-www.ygdy8.com]黄金瞳-21.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5606/[阳光电影-www.ygdy8.com]黄金瞳-22.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5607/[阳光电影-www.ygdy8.com]黄金瞳-23.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5607/[阳光电影-www.ygdy8.com]黄金瞳-24.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-25.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-26.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-27.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-28.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-29.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-30.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-31.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]黄金瞳-32.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-33.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-34.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-35.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-36.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-37.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-38.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-39.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]黄金瞳-40.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-41.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-42.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-43.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-44.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-45.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-46.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-47.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5626/[阳光电影-www.ygdy8.com]黄金瞳-48.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-49.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-50.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-51.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-52.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-53.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-54.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-55.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]黄金瞳-56.mp4"
2019年科幻冒险《环球卫士》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8445/阳光电影www.ygdy8.com.环球卫士.BD.720p.中英双字幕.mkv
2019韩国tvN月火剧《附身》全16集[韩语中字]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5604/[阳光电影-www.ygdy8.com]附身-01.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5606/[阳光电影-www.ygdy8.com]附身-02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5612/[阳光电影-www.ygdy8.com]附身-03.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5613/[阳光电影-www.ygdy8.com]附身-04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5620/[阳光电影-www.ygdy8.com]附身-05.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5621/[阳光电影-www.ygdy8.com]附身-06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5627/[阳光电影-www.ygdy8.com]附身-07.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5628/[阳光电影-www.ygdy8.com]附身-08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5635/[阳光电影-www.ygdy8.com]附身-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5636/[阳光电影-www.ygdy8.com]附身-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5643/[阳光电影-www.ygdy8.com]附身-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5643/[阳光电影-www.ygdy8.com]附身-12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5649/[阳光电影-www.ygdy8.com]附身-13.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5650/[阳光电影-www.ygdy8.com]附身-14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5656/[阳光电影-www.ygdy8.com]附身-15.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5657/[阳光电影-www.ygdy8.com]附身-16.mp4"
